chunk_size,overlap,model,query,rank,score,topic,chunk_id,text_preview
200,20,MiniLM,Does HyDE work when the query uses jargon the LLM doesn't know?,2,0.594375729560852,HyDE,hyde_01::c1,"ead of embedding the query directly, HyDE uses an LLM to generate a hypothetical document that would answer the query,           then embeds this generated document for retrieval.            This brid"
200,20,MiniLM,Does HyDE work when the query uses jargon the LLM doesn't know?,3,0.559241771697998,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
200,20,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,1,0.3412259817123413,Chunking,chunking_02::c1,s.          This preserves semantic coherence within chunks.          Chunk overlap (typically 10-20% of chunk size) ensures that information spanning chunk boundaries is not lost.          For struct
200,20,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,2,0.3101921081542969,RAG,rag_02::c3,"ing, multi-hop retrieval, and fusion techniques to improve answer quality."
200,20,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,3,0.308017760515213,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
200,20,MiniLM,Can inner product and cosine similarity give different ranking results?,1,0.37547576427459717,VectorDB,vectordb_01::c3,matic scaling.          The choice between exact and approximate nearest neighbor search depends on the dataset size and latency requirements.
200,20,MiniLM,Can inner product and cosine similarity give different ranking results?,2,0.36258596181869507,Embeddings,embeddings_01::c2,"d BGE models.          The embedding dimension affects storage requirements and search speed.          Normalized embeddings allow using inner product as a similarity metric,          which is computa"
200,20,MiniLM,Can inner product and cosine similarity give different ranking results?,3,0.3347824811935425,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.
200,20,MPNet,Explain retrieval augmented generation in simple terms,1,0.6249933838844299,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
200,20,MPNet,Explain retrieval augmented generation in simple terms,2,0.5585868954658508,HyDE,hyde_01::c3,nology than the indexed documents.            The technique adds latency due to the generation step but often significantly improves retrieval accuracy.
200,20,MPNet,Explain retrieval augmented generation in simple terms,3,0.5177221298217773,RAG,rag_01::c3,"retrieving relevant passages given a query, and generating a response using the retrieved context.          RAG is particularly useful for knowledge-intensive tasks where the model needs acces"
200,20,MPNet,How does retrieval reduce hallucinations?,1,0.5728269815444946,RAG,rag_01::c1,"rameters,          RAG systems retrieve relevant documents from an external knowledge base and use them as context for generating responses.          This approach reduces hallucinations by grounding"
200,20,MPNet,How does retrieval reduce hallucinations?,2,0.22737331688404083,HyDE,hyde_01::c3,nology than the indexed documents.            The technique adds latency due to the generation step but often significantly improves retrieval accuracy.
200,20,MPNet,How does retrieval reduce hallucinations?,3,0.21896257996559143,RAG,rag_02::c1,"applications.          RAG systems also provide transparency since retrieved sources can be cited,          allowing users to verify the information. Common challenges in RAG include retrieval qualit"
200,20,MPNet,What is the advantage of RAG over fine-tuning?,1,0.8157325983047485,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.
200,20,MPNet,What is the advantage of RAG over fine-tuning?,2,0.46277064085006714,RAG,rag_01::c2,"ations by grounding the model's output in factual, retrieved information.          The typical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving r"
200,20,MPNet,What is the advantage of RAG over fine-tuning?,3,0.4420663118362427,RAG,rag_02::c1,"applications.          RAG systems also provide transparency since retrieved sources can be cited,          allowing users to verify the information. Common challenges in RAG include retrieval qualit"
200,20,MPNet,What is chunking and why do we use overlap?,1,0.6596480011940002,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
200,20,MPNet,What is chunking and why do we use overlap?,2,0.6473394632339478,Chunking,chunking_02::c1,s.          This preserves semantic coherence within chunks.          Chunk overlap (typically 10-20% of chunk size) ensures that information spanning chunk boundaries is not lost.          For struct
200,20,MPNet,What is chunking and why do we use overlap?,3,0.5923565030097961,Chunking,chunking_01::c2,"etween chunks helps maintain continuity across chunk boundaries.          Common chunking strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundar"
200,20,MPNet,How does chunk size affect retrieval quality?,1,0.6834737062454224,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
200,20,MPNet,How does chunk size affect retrieval quality?,2,0.6000291109085083,Chunking,chunking_02::c3,all chunks for precise retrieval and their parent documents for expanded context.
200,20,MPNet,How does chunk size affect retrieval quality?,3,0.5608620047569275,Chunking,chunking_02::c1,s.          This preserves semantic coherence within chunks.          Chunk overlap (typically 10-20% of chunk size) ensures that information spanning chunk boundaries is not lost.          For struct
200,20,MPNet,What is recursive character text splitting?,1,0.8415653109550476,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
200,20,MPNet,What is recursive character text splitting?,2,0.5435062646865845,Chunking,chunking_02::c2,"For structured documents like code or markdown, specialized splitters that respect syntax boundaries produce better results.          Parent-child chunking stores both small chunks for preci"
200,20,MPNet,What is recursive character text splitting?,3,0.46470633149147034,Chunking,chunking_01::c2,"etween chunks helps maintain continuity across chunk boundaries.          Common chunking strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundar"
200,20,MPNet,What are text embeddings and how do they work?,1,0.5611940026283264,Embeddings,embeddings_01::c1,"rity search finds the most relevant documents.          Popular embedding models include OpenAI's text-embedding-ada-002,          Sentence Transformers (like all-MiniLM-L6-v2), and BGE models."
200,20,MPNet,What are text embeddings and how do they work?,2,0.5230481028556824,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
200,20,MPNet,What are text embeddings and how do they work?,3,0.42943310737609863,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
200,20,MPNet,Which embedding models are popular for RAG?,1,0.5732327103614807,Embeddings,embeddings_01::c3,which is computationally efficient.          The choice of embedding model significantly impacts retrieval quality and should match the domain of your documents.
200,20,MPNet,Which embedding models are popular for RAG?,2,0.5661792159080505,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
200,20,MPNet,Which embedding models are popular for RAG?,3,0.540625810623169,Embeddings,embeddings_01::c1,"rity search finds the most relevant documents.          Popular embedding models include OpenAI's text-embedding-ada-002,          Sentence Transformers (like all-MiniLM-L6-v2), and BGE models."
200,20,MPNet,What is FAISS and how does it work?,1,0.3244253396987915,RAG,rag_02::c1,"applications.          RAG systems also provide transparency since retrieved sources can be cited,          allowing users to verify the information. Common challenges in RAG include retrieval qualit"
200,20,MPNet,What is FAISS and how does it work?,2,0.3073021471500397,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.
200,20,MPNet,What is FAISS and how does it work?,3,0.28855979442596436,RAG,rag_01::c2,"ations by grounding the model's output in factual, retrieved information.          The typical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving r"
200,20,MPNet,What are the different FAISS index types?,1,0.3454911708831787,VectorDB,vectordb_01::c1,"ty search.          It supports various index types: IndexFlatIP for exact search, IndexIVF for approximate search with clustering,          and IndexHNSW for graph-based approximate search. For produ"
200,20,MPNet,What are the different FAISS index types?,2,0.3240854740142822,Evaluation,evaluation_01::c3,"mpleteness, relevance to the query, and proper attribution of sources.          A/B testing with real users provides the most reliable quality signal."
200,20,MPNet,What are the different FAISS index types?,3,0.320437490940094,Evaluation,evaluation_01::c2,"e faithfulness and relevance scores. End-to-end evaluation often uses human judgment or LLM-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevanc"
200,20,MPNet,What is HyDE in retrieval?,1,0.6144624352455139,HyDE,hyde_01::c2,This bridges the semantic gap between short queries and longer document passages.            HyDE is particularly effective when queries are vague or use different terminology than the inde
200,20,MPNet,What is HyDE in retrieval?,2,0.5280439853668213,HyDE,hyde_01::c1,"ead of embedding the query directly, HyDE uses an LLM to generate a hypothetical document that would answer the query,           then embeds this generated document for retrieval.            This brid"
200,20,MPNet,What is HyDE in retrieval?,3,0.3976677656173706,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
200,20,MPNet,How does hypothetical document embedding improve search?,1,0.6612601280212402,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
200,20,MPNet,How does hypothetical document embedding improve search?,2,0.5755919218063354,Embeddings,embeddings_01::c3,which is computationally efficient.          The choice of embedding model significantly impacts retrieval quality and should match the domain of your documents.
200,20,MPNet,How does hypothetical document embedding improve search?,3,0.5588884949684143,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
200,20,MPNet,How do we evaluate retrieval quality?,1,0.6353874802589417,Evaluation,evaluation_01::c3,"mpleteness, relevance to the query, and proper attribution of sources.          A/B testing with real users provides the most reliable quality signal."
200,20,MPNet,How do we evaluate retrieval quality?,2,0.5882893800735474,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
200,20,MPNet,How do we evaluate retrieval quality?,3,0.5439832806587219,Evaluation,evaluation_01::c2,"e faithfulness and relevance scores. End-to-end evaluation often uses human judgment or LLM-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevanc"
200,20,MPNet,What is Mean Reciprocal Rank (MRR)?,1,0.3736664652824402,Evaluation,evaluation_01::c1,"s),          Mean Reciprocal Rank (MRR), and Normalized Discounted Cumulative Gain (NDCG). Generation quality can be measured using BLEU,          ROUGE, or model-based metrics like faithfulness and r"
200,20,MPNet,What is Mean Reciprocal Rank (MRR)?,2,0.305786669254303,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
200,20,MPNet,What is Mean Reciprocal Rank (MRR)?,3,0.27753543853759766,HyDE,hyde_01::c3,nology than the indexed documents.            The technique adds latency due to the generation step but often significantly improves retrieval accuracy.
200,20,MPNet,Why does adding retrieved context help LLM answers stay accurate?,1,0.4427986741065979,RAG,rag_01::c3,"retrieving relevant passages given a query, and generating a response using the retrieved context.          RAG is particularly useful for knowledge-intensive tasks where the model needs acces"
200,20,MPNet,Why does adding retrieved context help LLM answers stay accurate?,2,0.4291888177394867,Evaluation,evaluation_01::c2,"e faithfulness and relevance scores. End-to-end evaluation often uses human judgment or LLM-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevanc"
200,20,MPNet,Why does adding retrieved context help LLM answers stay accurate?,3,0.42214879393577576,RAG,rag_02::c3,"ing, multi-hop retrieval, and fusion techniques to improve answer quality."
200,20,MPNet,Does overlap always improve retrieval precision?,1,0.4355282187461853,HyDE,hyde_01::c3,nology than the indexed documents.            The technique adds latency due to the generation step but often significantly improves retrieval accuracy.
